State Abv,All Centers,Hospital Name,All Centers Hospital Name,Address,,lat/long
 IN, INSV-TX1,Ascension St. Vincent Hospital, INSV-TX1 Ascension St. Vincent Hospital,"2001 W 86th St, Indianapolis, IN 46260",https://healthcare.ascension.org/locations/indiana/ineva/indianapolis-ascension-st-vincent-hospital-indianapolis-emergency?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,"39.90614815,-86.19743985963055"
 KS, KSFW-TX1,"Via Christi Hospitals Wichita, Inc."," KSFW-TX1 Via Christi Hospitals Wichita, Inc.","Wichita, KS 67218",https://www.viachristi.org/location/via-christi-hospital-st-francis,"37.6922361,-97.3375448"
 KS, KSUK-TX1,University of Kansas Hospital, KSUK-TX1 University of Kansas Hospital,"4000 Cambridge St, Kansas City, KS 66160",https://www.kansashealthsystem.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,"39.0559267,-94.60903320003007"
 KY, KYHH-TX1,Columbia Audubon Hospital, KYHH-TX1 Columbia Audubon Hospital,"One Audubon Plaza Dr, Louisville, KY 40217",https://nortonaudubonhospital.com/,"38.2141911,-85.7221415"
 KY, KYJH-TX1,Jewish Hospital, KYJH-TX1 Jewish Hospital,"200 Abraham Flexner Way, Louisville, KY 40202",https://www.uoflhealthnetwork.org/uofl-health-jewish-hospital?utm_campaign=location+lbl&utm_medium=organic&utm_source=google,"38.2513027,-85.7489155"
 KY, KYKC-TX1,Norton Children's Hospital, KYKC-TX1 Norton Children's Hospital,"231 E Chestnut St, Louisville, KY 40202",https://nortonchildrens.com/,"38.24844765,-85.74973678836133"
 KY, KYUK-TX1,University of Kentucky Medical Center, KYUK-TX1 University of Kentucky Medical Center,"1000 S Limestone, Lexington, KY 40536",https://ukhealthcare.uky.edu/?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,"38.0310772,-84.5093899"
 LA, LACH-TX1,Children's Hospital, LACH-TX1 Children's Hospital,"800 Rose Street Fourth Floor, Lexington, KY 40536",https://ukhealthcare.uky.edu/kentucky-childrens-hospital?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,"38.032772,-84.506765"
 LA, LAMC-TX1,University Medical Center, LAMC-TX1 University Medical Center,"800 Rose Street MN 150, Lexington, KY 40506",http://med.uky.edu/,"38.032772,-84.506765"
 LA, LANO-TX1,University Hospital /Louisiana State University School of Medicine, LANO-TX1 University Hospital /Louisiana State University School of Medicine,"Skip Bertman Dr, Baton Rouge, LA 70803",http://www.lsu.edu/vetmed,"30.4119229,-91.1907324"
 LA, LAOF-TX1,Ochsner Foundation Hospital, LAOF-TX1 Ochsner Foundation Hospital,"1514 Jefferson Highway New Orleans, LA 70121",https://www.ochsner.org/,"29.964975,-90.134399"
 LA, LASB-TX1,Lindy Boggs Medical Center, LASB-TX1 Lindy Boggs Medical Center,"Bienville St, New Orleans, LA 70119",,"29.9791912,-90.1035565"
 LA, LASM-TX1,Schumpert Health System, LASM-TX1 Schumpert Health System,"1 St Mary Pl, Shreveport, LA 71101",http://christushealthsb.org/,"32.493974,-93.751014"
 LA, LASU-TX1,Louisiana State University Medical Center Shreveport, LASU-TX1 Louisiana State University Medical Center Shreveport,"1501 Kings Hwy, Shreveport, LA 71103",http://www.lsuhscshreveport.edu/,"32.481655566840146,-93.76080435843033"
 LA, LATU-TX1,Tulane Medical Center, LATU-TX1 Tulane Medical Center,"1415 Tulane Ave, New Orleans, LA 70112",http://tulanehealthcare.com/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,"29.9558617,-90.07629324778735"
 LA, LAWK-TX1,Willis-Knighton Medical Center, LAWK-TX1 Willis-Knighton Medical Center,"2600 Greenwood Rd, Shreveport, LA 71103",http://www.wkhs.com/Locations/MedicalCenter,"32.48491885,-93.77870669427526"
 MA, MABI-TX1,Beth Israel Deaconess Medical Center, MABI-TX1 Beth Israel Deaconess Medical Center,"330 Brookline Ave, Boston, MA 02215",https://www.bidmc.org/,"42.3397554,-71.10492182209876"
 MA, MABS-TX1,Baystate Medical Center, MABS-TX1 Baystate Medical Center,"759 Chestnut St, Springfield, MA 01199",https://www.baystatehealth.org/locations/baystate-medical-center?utm_source=gmb&utm_medium=web&utm_campaign=brandify,"42.121522049999996,-72.60300615153007"
 MA, MABU-TX1,Boston Medical Center, MABU-TX1 Boston Medical Center,"One Boston Medical Center Pl, Boston, MA 02118",http://www.bmc.org/?utm_campaign=yextbuilding&utm_source=building_listing&utm_medium=yext,"42.33417195,-71.07464492068902"
 MA, MABV-TX1,Boston Veterans Administration Medical Center, MABV-TX1 Boston Veterans Administration Medical Center,"150 S Huntington Ave, Boston, MA 02130",http://www.va.gov/,"42.32677425,-71.10999242590032"
 MA, MACH-TX1,Boston Children's Hospital, MACH-TX1 Boston Children's Hospital,"300 Longwood Ave, Boston, MA 02115",https://www.bostonchildrens.org/,"42.3366778,-71.10505184127022"
 MA, MAHS-TX1,Beth Israel Deaconess Medical Center West Campus, MAHS-TX1 Beth Israel Deaconess Medical Center West Campus,"110 Francis St, Boston, MA 02115",https://www.bidmc.org/,"42.33706971428571,-71.1095956122449"
 MA, MALC-TX1,Lahey Clinic Medical Center, MALC-TX1 Lahey Clinic Medical Center,"41 Burlington Mall Road, Burlington, MA 01805",https://www.lahey.org/,"42.48464385,-71.2042248992141"
 MA, MAMG-TX1,Massachusetts General Hospital, MAMG-TX1 Massachusetts General Hospital,"55 Fruit St, Boston, MA 02114",http://www.massgeneral.org/,"42.36286045,-71.06875296664998"
 MA, MANM-TX1,Tufts Medical Center, MANM-TX1 Tufts Medical Center,"800 Washington St, Boston, MA 02111",https://www.tuftsmedicalcenter.org/About-Us/Locations-and-Directions,"42.349439700000005,-71.06308467518953"
 MA, MAPB-TX1,Brigham and Women's Hospital, MAPB-TX1 Brigham and Women's Hospital,"75 Francis St, Boston, MA 02115",https://www.brighamandwomens.org/,"42.335679999999996,-71.1060436296658"
 MA, MAUM-TX1,UMass Memorial Medical Center, MAUM-TX1 UMass Memorial Medical Center,"26 Queen St, Worcester, MA 01610",http://umassmemorial.org/,"42.25930925,-71.81495236956468"
 MD, MDBC-TX1,Johns Hopkins Bayview Medical Center, MDBC-TX1 Johns Hopkins Bayview Medical Center,"4940 Eastern Ave, Baltimore, MD 21224",https://www.hopkinsmedicine.org/johns_hopkins_bayview/?utm_source=ExtendedNetwork&utm_medium=Organic&utm_campaign=Yext&utm_content=FAD&utm_keyword=BAY,"39.29121285,-76.5490695530589"
 MD, MDJH-TX1,Johns Hopkins Hospital, MDJH-TX1 Johns Hopkins Hospital,"1800 Orleans St, Baltimore, MD 21287",https://www.hopkinsmedicine.org/the_johns_hopkins_hospital/,"39.296439199999995,-76.59239403267401"
 MD, MDNI-TX1,Warren Grant Magnuson Clinical Center/National Institutes of Health, MDNI-TX1 Warren Grant Magnuson Clinical Center/National Institutes of Health,"10 Center Dr, Bethesda, MD 20892",https://www.nih.gov/,"39.0016448,-77.10454223658931"
 MD, MDSG-TX1,Shady Grove Adventist Hospital, MDSG-TX1 Shady Grove Adventist Hospital,"9901 Medical Center Dr, Rockville, MD 20850",https://www.adventisthealthcare.com/locations/profile/shady-grove-medical-center/?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,"39.098459500000004,-77.19855818721848"
 MD, MDUM-TX1,University of Maryland Medical System, MDUM-TX1 University of Maryland Medical System,"250 W Pratt St, Baltimore, MD 21201",https://www.umms.org/?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,"39.28673275,-76.6187592458765"
 ME, MEMC-TX1,Maine Medical Center, MEMC-TX1 Maine Medical Center,"22 Bramhall St, Portland, ME 04102",https://mainehealth.org/maine-medical-center?utm_source=google&utm_medium=local,"43.6531775,-70.27625454009248"
 MI, MIBH-TX1,William Beaumont Hospital, MIBH-TX1 William Beaumont Hospital,"Medical Office Building, 3535 W 13 Mile Rd #742, Royal Oak, MI 48073",http://www.moimd.com/,"42.51564985,-83.19053090805514"
 MI, MICH-TX1,Children's Hospital of Michigan, MICH-TX1 Children's Hospital of Michigan,"3950 Beaubien Blvd, Detroit, MI 48201",https://www.childrensdmc.org/location/detail/childrens-hospital-of-michigan-specialty-center-detroit,"42.3523952935575, -83.05442835306584"
 MI, MIDV-TX1,Helen DeVos Children's Hospital, MIDV-TX1 Helen DeVos Children's Hospital,"100 Michigan St NE, Grand Rapids, MI 49503",https://www.spectrumhealth.org/locations/spectrum-health-hospitals-helen-devos-childrens-hospital,"42.96930065,-85.66464272860509"
 MI, MIHF-TX1,Henry Ford Hospital, MIHF-TX1 Henry Ford Hospital,"2799 W Grand Blvd, Detroit, MI 48202",https://www.henryford.com/locations/henry-ford-hospital?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,"42.36764305,-83.08537549754047"
 MI, MIHH-TX1,Harper University Hospital Detroit Medical Center, MIHH-TX1 Harper University Hospital Detroit Medical Center,"3990 John R St, Detroit, MI 48201",https://www.dmc.org/locations/detail/dmc-harper-university-hospital,"42.351745949999994,-83.05630275529361"
 MI, MIHM-TX1,Hurley Medical Center, MIHM-TX1 Hurley Medical Center,"1 Hurley Plaza, Flint, MI 48503",http://www.hurleymc.com/,"43.02139551230628, -83.70364661473381"
 MI, MIKZ-TX1,Borgess Medical Center, MIKZ-TX1 Borgess Medical Center,"1521 Gull Rd, Kalamazoo, MI 49048",https://healthcare.ascension.org/Locations/Michigan/MIKAL/Kalamazoo-Ascension-Borgess-Hospital?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,"42.30783985,-85.55981793522058"
 MI, MIMC-TX1,Grace Hospital, MIMC-TX1 Grace Hospital,"2725 Airview Blvd #101, Portage, MI 49002",https://ghospice.com/,"42.24191284848485,-85.55772381818181"
 MI, MISH-TX1,Spectrum Health, MISH-TX1 Spectrum Health,"100 Michigan St NE, Grand Rapids, MI 49503",https://www.spectrumhealth.org/locations/spectrum-health-hospitals-butterworth-hospital,"42.96930065,-85.66464272860509"
 MI, MISJ-TX1,Ascension St. John Hospital, MISJ-TX1 Ascension St. John Hospital,"22101 Moross Rd, Detroit, MI 48236",https://healthcare.ascension.org/Locations/Michigan/MIDET/Detroit-Ascension-St-John-Hospital?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,"42.41947195,-82.91322986540166"
 MI, MISM-TX1,Mercy Health Saint Mary’s, MISM-TX1 Mercy Health Saint Mary’s,"200 Jefferson Ave SE, Grand Rapids, MI 49503",https://www.mercyhealth.com/location/20_Mercy_Health_Saint_Marys,"42.95837285,-85.66280337054312"
 MI, MIUM-TX1,University of Michigan Medical Center, MIUM-TX1 University of Michigan Medical Center,"1500 E Medical Center Dr, Ann Arbor, MI 48109",http://www.uofmhealth.org/,"42.2820788,-83.7273149945068"
 MN, MNAC-TX1,Univ of MN Amplatz Children's Hosp, MNAC-TX1 Univ of MN Amplatz Children's Hosp,"2450 Riverside Ave, Minneapolis, MN 55454",https://www.mhealth.org/childrens,"44.9668321,-93.2370725"
 MN, MNAN-TX1,Abbott Northwestern Hospital, MNAN-TX1 Abbott Northwestern Hospital,"800 E 28th St, Minneapolis, MN 55407",https://www.allinahealth.org/Abbott-Northwestern-Hospital/?utm_source=gmb&utm_medium=organic&utm_content=web-url&utm_campaign=gmb_website&utm_term=abbott_northwestern,"44.9540508,-93.26133432727019"
 MN, MNCM-TX1,Children's Minnesota, MNCM-TX1 Children's Minnesota,"2525 Chicago Ave, Minneapolis, MN 55404",https://www.childrensmn.org/locations/minneapolis/?utm_source=local%20seo&utm_medium=local%20citation&utm_campaign=minneapolis%20hospital,"44.9627811,-93.2632313"
 MN, MNHC-TX1,Hennepin County Medical Center, MNHC-TX1 Hennepin County Medical Center,"730 S 8th St, Minneapolis, MN 55415",http://www.hennepinhealthcare.org/,"44.971829,-93.2626799"
 MN, MNMC-TX1,Rochester Methodist Hospital (Mayo Clinic), MNMC-TX1 Rochester Methodist Hospital (Mayo Clinic),"201 W Center St, Rochester, MN 55902",https://mayocl.in/2Rshw2c,"44.0234944,-92.4672059"
 MN, MNMM-TX1,Metropolitan Mount Sinai Medical Center, MNMM-TX1 Metropolitan Mount Sinai Medical Center,"2215 Park Ave, Minneapolis, MN 55404",,"44.9628348,-93.2649064"
 MN, MNMV-TX1,Veterans Administration Medical Center Minneapolis, MNMV-TX1 Veterans Administration Medical Center Minneapolis,"1 Veterans Dr, Minneapolis, MN 55417",http://www.minneapolis.va.gov/,"44.90181035,-93.20579906118334"
 MN, MNSM-TX1,Saint Marys Hospital (Mayo Clinic), MNSM-TX1 Saint Marys Hospital (Mayo Clinic),"1216 2nd St SW, Rochester, MN 55902",https://mayocl.in/34YofF3,"44.0192805,-92.48098329185454"
 MN, MNUM-TX1,"University of Minnesota Medical Center, Fairview"," MNUM-TX1 University of Minnesota Medical Center, Fairview","500 SE Harvard St, Minneapolis, MN 55455",https://www.mhealth.org/locations/buildings/east-bank-hospital-ummc,"44.97101265,-93.23144466768856"
 MO, MOBH-TX1,Barnes-Jewish Hospital, MOBH-TX1 Barnes-Jewish Hospital,"1 Barnes Jewish Hospital Plaza, St. Louis, MO 63110",http://www.barnesjewish.org/?utm_medium=organic&utm_source=listing&utm_campaign=bjh,"38.63734255,-90.26432457113503"
 MO, MOCG-TX1,Cardinal Glennon Children's Hospital, MOCG-TX1 Cardinal Glennon Children's Hospital,"1465 S Grand Blvd, St. Louis, MO 63104",https://www.ssmhealth.com/locations/cardinal-glennon-childrens-hospital?utm_id=gmb-stl-11&hgcrm_channel=sms_text&hgcrm_source=healthgrades&hgcrm_agency=client&hgcrm_campaignid=1640&hgcrm_tacticid=2668&hgcrm_trackingsetid=4071,"38.6214405,-90.2392793"
 MO, MOCH-TX1,St. Louis Children's Hospital at Washington University Medical Center, MOCH-TX1 St. Louis Children's Hospital at Washington University Medical Center,"660 S Euclid Ave, St. Louis, MO 63110",https://medicine.wustl.edu/,"38.634578625,-90.26310875"
 MO, MOCM-TX1,Children's Mercy Hospital, MOCM-TX1 Children's Mercy Hospital,"615 S New Ballas Rd, St. Louis, MO 63141",https://www.mercy.net/practice/mercy-childrens-hospital-st-louis/,"38.6454887,-90.4460795385316"
 MO, MOCV-TX1,John Cochran Veterans Administration Hospital, MOCV-TX1 John Cochran Veterans Administration Hospital,"915 N Grand Blvd, St. Louis, MO 63106",http://www.stlouis.va.gov/,"38.64258935,-90.23156818259181"
 MO, MODU-TX1,DePaul Health Center, MODU-TX1 DePaul Health Center,"12303 De Paul Dr, Bridgeton, MO 63044",http://www.ssmhealth.com/,"38.750456192655356, -90.43402297063403"
 MO, MOJM-TX1,St Johns Mercy Medical Center, MOJM-TX1 St Johns Mercy Medical Center,"615 S New Ballas Rd, St. Louis, MO 63141",https://www.mercy.net/practice/mercy-hospital-st-louis?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=East&utm_content=website&y_source=1_MTI5OTY2MjktNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,"38.6454887,-90.4460795385316"
 MO, MOLH-TX1,St Luke's Hospital of Kansas City, MOLH-TX1 St Luke's Hospital of Kansas City,"4401 Wornall Rd, Kansas City, MO 64111",https://www.saintlukeskc.org/locations/saint-lukes-hospital-kansas-city?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,"39.046483,-94.590033"
 MO, MOMM-TX1,Menorah Medical Center, MOMM-TX1 Menorah Medical Center,"5721 W 119th St, Overland Park, KS 66209",http://menorahmedicalcenter.com/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,"38.91001905,-94.65159693054947"
 MO, MORH-TX1,Research Medical Center, MORH-TX1 Research Medical Center,"2316 E Meyer Blvd, Kansas City, MO 64132",https://researchmedicalcenter.com/,"39.009935049999996,-94.55974787621142"
 MO, MOSJ-TX1,St Johns Regional Medical Center, MOSJ-TX1 St Johns Regional Medical Center,"1600 N Rose Ave, Oxnard, CA 93030",https://locations.dignityhealth.org/emergency-room-st-john's-regional-medical-center?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CentralCoast&utm_term=St.John%27sRegionalMedicalCenter-EmergencyRoom&y_source=1_ODczNzgyOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"34.216721750000005,-119.15617690239208"
 MO, MOSL-TX1,SSM Health Saint Louis University Hospital, MOSL-TX1 SSM Health Saint Louis University Hospital,"1201 S Grand Blvd, St. Louis, MO 63104",https://www.ssmhealth.com/locations/saint-louis-university-hospital?utm_id=gmb-stl-11&hgcrm_channel=sms_text&hgcrm_source=healthgrades&hgcrm_agency=client&hgcrm_campaignid=1640&hgcrm_tacticid=2668&hgcrm_trackingsetid=4071,"38.623991,-90.23754"
 MO, MOUM-TX1,University of Missouri Hospital and Clinics, MOUM-TX1 University of Missouri Hospital and Clinics,"1 Hospital Dr, Columbia, MO 65212",https://www.muhealth.org/locations/university-hospital,"38.93869295,-92.328037303"
 MS, MSUM-TX1,University of Mississippi Medical Center, MSUM-TX1 University of Mississippi Medical Center,"2500 N State St, Jackson, MS 39216",https://www.umc.edu/location.aspx?id=6,"32.32938955,-90.1725205723653"
 NC, NCBG-TX1,Wake Forest Baptist Medical Center, NCBG-TX1 Wake Forest Baptist Medical Center,"1 Medical Center Blvd, Winston-Salem, NC 27157",https://www.wakehealth.edu/,"36.08983775,-80.26771223216093"
 NC, NCCM-TX1,Carolinas Medical Center, NCCM-TX1 Carolinas Medical Center,"1000 Blythe Blvd, Charlotte, NC 28203",https://atriumhealth.org/locations/detail/carolinas-medical-center?utm_campaign=Homepage&utm_source=GMB&utm_medium=organic,"35.20374595,-80.83931376395819"
 NC, NCDU-TX1,Duke University Hospital, NCDU-TX1 Duke University Hospital,"2301 Erwin Rd, Durham, NC 27710",https://www.dukehealth.org/hospitals/duke-university-hospital/home?utm_source=google&utm_medium=organic&utm_campaign=Directory+Management,"36.007021300000005,-78.93734788335824"
 NC, NCDU-VA1,Durham VA Medical Center, NCDU-VA1 Durham VA Medical Center,"508 Fulton St, Durham, NC 27705",https://www.durham.va.gov/visitors/visiting.asp,"36.008899199566116,-78.9373772782703"
 NC, NCEC-TX1,Vidant Medical Center, NCEC-TX1 Vidant Medical Center,"2100 Stantonsburg Rd, Greenville, NC 27834",https://locations.vidanthealth.com/nc/greenville/vidant-medical-center.html,"35.6088096,-77.4067487"
 NC, NCMH-TX1,University of North Carolina Hospitals, NCMH-TX1 University of North Carolina Hospitals,"101 Manning Dr, Chapel Hill, NC 27514",http://www.uncmedicalcenter.org/,"35.9050278,-79.050641782249"
 ND, NDDH-TX1,Dakota Heartland Health System, NDDH-TX1 Dakota Heartland Health System,"2200 Landover Pl, Lynchburg, VA 24501",https://www.heartlandnursing.com/Lynchburg,"37.412614,-79.176519"
 ND, NDMC-TX1,Sanford Bismarck Medical Center, NDMC-TX1 Sanford Bismarck Medical Center,"300 N 7th St, Bismarck, ND 58501",https://www.sanfordhealth.org/locations/sanford-medical-center-bismarck/?y_source=1_MTA2MTkwODQtNzE1LWxvY2F0aW9uLndlYnNpdGU=,"46.80749415,-100.78233470090203"
 ND, NDSL-TX1,Sanford Medical Center Fargo, NDSL-TX1 Sanford Medical Center Fargo,"5225 23rd Ave S, Fargo, ND 58104",https://www.sanfordhealth.org/locations/sanford-medical-center-fargo/?y_source=1_MTA2MTkwODUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"46.8440283,-96.8563217"
 NE, NEBM-TX1,BryanLGH Medical Center East, NEBM-TX1 BryanLGH Medical Center East,"1600 S 48th St, Lincoln, NE 68506",https://www.bryanhealth.com/locations/bryan-east-campus/?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,"40.7970947,-96.65130529005563"
 NE, NECH-TX1,Children's Hospital & Medical Center, NECH-TX1 Children's Hospital & Medical Center,"8200 Dodge St, Omaha, NE 68114",https://www.childrensomaha.org/location/childrens-hospital/,"41.26082775,-96.04184970418311"
 NE, NECM-TX1,Nebraska Health System Clarkson Hospital, NECM-TX1 Nebraska Health System Clarkson Hospital,"4350 Dewey Ave, Omaha, NE 68105",https://www.nebraskamed.com/nebraska-medical-center,"41.2564888,-95.9779821"
 NE, NESJ-TX1,Saint Joseph Hospital at Creighton University Medical Center, NESJ-TX1 Saint Joseph Hospital at Creighton University Medical Center,"7500 Mercy Rd, Omaha, NE 68124",https://www.chihealth.com/content/chi-health/en/location-search/creighton-bergan.html?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHIHealth&utm_term=CHIHealthCreightonUniversityMedicalCenter-BerganMercy&y_source=1_MTQ1MjI5NTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"41.2395005,-96.03112319371702"
 NE, NEUN-TX1,The Nebraska Medical Center, NEUN-TX1 The Nebraska Medical Center,"4350 Dewey Ave, Omaha, NE 68105",https://www.nebraskamed.com/nebraska-medical-center,"41.2564888,-95.9779821"
 NH, NHDH-TX1,Mary Hitchcock Memorial Hospital, NHDH-TX1 Mary Hitchcock Memorial Hospital,"1 Medical Center Dr, Lebanon, NH 03766",http://patients.dartmouth-hitchcock.org/emergency.html,"43.67568425,-72.27010183310576"
 NJ, NJBI-TX1,Newark Beth Israel Medical Center, NJBI-TX1 Newark Beth Israel Medical Center,"201 Lyons Ave, Newark, NJ 07112",http://www.rwjbh.org/newarkbeth,"40.71027275,-74.21258456503452"
 NJ, NJHK-TX1,Hackensack University Medical Center, NJHK-TX1 Hackensack University Medical Center,"30 Prospect Ave, Hackensack, NJ 07601",http://www.hackensackumc.org/,"40.8837051,-74.05594087673457"
 NJ, NJLL-TX1,Virtua Our Lady of Lourdes Hospital, NJLL-TX1 Virtua Our Lady of Lourdes Hospital,"1600 Haddon Ave, Camden, NJ 08103",https://www.virtua.org/locations/hospital-virtua-our-lady-of-lourdes,"39.9269412,-75.09687825717933"
 NJ, NJRW-TX1,Robert Wood Johnson University Hospital, NJRW-TX1 Robert Wood Johnson University Hospital,"1 Robert Wood Johnson Place, New Brunswick, NJ 08901",http://www.rwjbh.org/newbrunswick,"40.495425029352496, -74.44987294118845"
 NJ, NJSB-TX1,Saint Barnabas Medical Center, NJSB-TX1 Saint Barnabas Medical Center,"94 Old Short Hills Rd, Livingston, NJ 07039",http://www.rwjbh.org/saintbarnabas,"40.76346035,-74.30484180476817"
 NJ, NJUH-TX1,University Hospital, NJUH-TX1 University Hospital,"150 Bergen St, Newark, NJ 07103",http://www.uhnj.org/?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,"40.740043,-74.1892883194263"
 NM, NMAQ-TX1,"University Hospital, University of New Mexico Health Sciences Center"," NMAQ-TX1 University Hospital, University of New Mexico Health Sciences Center","1021 Medical Arts Ave NE, Albuquerque, NM 87102",http://dermatology.unm.edu/,"35.09018721207869,-106.63099278671456"
 NM, NMPH-TX1,Presbyterian Hospital, NMPH-TX1 Presbyterian Hospital,"1100 Central Ave SE, Albuquerque, NM 87106",https://presbyterian-hospital.phs.org/Pages/default.aspx?utm_source=gmb,"35.08092275,-106.63413593865035"
 NV, NVHH-TX1,Sunrise Hospital and Medical Center, NVHH-TX1 Sunrise Hospital and Medical Center,"3186 S Maryland Pkwy, Las Vegas, NV 89109",http://sunrisehospital.com/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,"36.1537034,-115.1370957"
 NV, NVUM-TX1,University Medical Center of Southern Nevada, NVUM-TX1 University Medical Center of Southern Nevada,"1800 W Charleston Blvd, Las Vegas, NV 89102",https://www.umcsn.com/,"36.160211849999996,-115.16774875702787"
 NY, NYAM-TX1,Albany Medical Center Hospital, NYAM-TX1 Albany Medical Center Hospital,"43 New Scotland Ave, Albany, NY 12208",http://www.amc.edu/,"42.653810500000006,-73.77695851652038"
 NY, NYBC-TX1,Childrens Hospital of Buffalo, NYBC-TX1 Childrens Hospital of Buffalo,"818 Ellicott St, Buffalo, NY 14203",http://www.amc.edu/patient/services/childrens_hospital/index.cfm,"42.9008894,-78.86776359261187"
 NY, NYBU-TX1,Buffalo General Hospital/ Children's Hospital, NYBU-TX1 Buffalo General Hospital/ Children's Hospital,"100 High St, Buffalo, NY 14203",http://www.ochbuffalo.org/,"42.901239399999994,-78.86579918837745"
 NY, NYBU-VA1,Buffalo Veterans Administration Medical Center, NYBU-VA1 Buffalo Veterans Administration Medical Center,"3495 Bailey Ave, Buffalo, NY 14215",https://www.buffalo.va.gov/,"42.9510411,-78.81227440204518"
 NY, NYCC-TX1,Long Island Jewish Medical Center-Cohen Children's Medical Center, NYCC-TX1 Long Island Jewish Medical Center-Cohen Children's Medical Center,"269-01 76th Ave, Queens, NY 11040",https://childrenshospital.northwell.edu/?utm_source=provider_listing&utm_medium=partner&utm_campaign=doctor_dot_com,"40.7538889,-73.7083333"
 NY, NYCP-TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center, NYCP-TX1 NY Presbyterian Hospital/Columbia Univ. Medical Center,"622 W 168th St, New York, NY 10032",http://www.cumc.columbia.edu/?utm_source=Ggl&utm_medium=GMB-link&utm_campaign=CD,"40.84141464285714,-73.94033185714285"
 NY, NYDS-TX1,"State University of New York, Downstate Medical Center"," NYDS-TX1 State University of New York, Downstate Medical Center","450 Clarkson Ave, Brooklyn, NY 11203",http://www.downstate.edu/find-a-physician.html,"40.6553702,-73.9450773"
 NY, NYEC-TX1,Erie County Medical Center, NYEC-TX1 Erie County Medical Center,"462 Grider St, Buffalo, NY 14215",http://www.ecmc.edu/,"42.9263064,-78.83246089498365"
 NY, NYFL-TX1,"Strong Memorial Hospital, University of Rochester Medical Center"," NYFL-TX1 Strong Memorial Hospital, University of Rochester Medical Center","601 Elmwood Ave, Rochester, NY 14642",http://urmc.rochester.edu/,"43.1225119,-77.62615248511852"
 NY, NYMA-TX1,Montefiore Medical Center, NYMA-TX1 Montefiore Medical Center,"2475 St Raymond Ave, The Bronx, NY 10461",https://www.montefiore.org/,"41.6865689,-73.89822742358568"
 NY, NYMS-TX1,Mount Sinai Medical Center, NYMS-TX1 Mount Sinai Medical Center,"5 E 98th St, New York, NY 10029",http://www.mountsinai.org/,"40.78909055,-73.95390005336077"
 NY, NYNS-TX1,North Shore University Hospital/Northwell Health, NYNS-TX1 North Shore University Hospital/Northwell Health,"611 Northern Blvd, Great Neck, NY 11021",https://www.northwell.edu/find-care/locations/northwell-health-center-adult-ophthalmology,"40.78280275,-73.71604474490621"
 NY, NYNY-TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center, NYNY-TX1 New York-Presbyterian Hospital/Weill Cornell Medical Center,"1414 York Ave, New York, NY 10021",https://www.nyp.org/locations/newyork-presbyterian-weill-cornell-medical-center,"40.768834,-73.9520813"
 NY, NYSB-TX1,University Hospital of State University of New York at Stony Brook, NYSB-TX1 University Hospital of State University of New York at Stony Brook,"100 Nicolls Rd, Stony Brook, NY 11794",https://www.stonybrook.edu/,"40.9141181,-73.1211698"
 NY, NYSL-TX1,St. Luke's Roosevelt Hospital Center, NYSL-TX1 St. Luke's Roosevelt Hospital Center,"315 W 57th St #204, New York, NY 10019",,"40.76743269431611, -73.98362464041226"
 NY, NYUC-TX1,New York University Medical Center, NYUC-TX1 New York University Medical Center,"160 E 34th St, New York, NY 10016",,"40.74572245,-73.97881041321077"
 NY, NYUM-TX1,State University of New York Upstate Medical University, NYUM-TX1 State University of New York Upstate Medical University,"750 E Adams St, Syracuse, NY 13210",,"43.0408333,-76.1391667"
 NY, NYVA-TX1,James J. Peters VA Medical Center, NYVA-TX1 James J. Peters VA Medical Center,"130 W Kingsbridge Rd, The Bronx, NY 10468",https://www.va.gov/health/,"40.86720035,-73.90551068951713"
 NY, NYWC-TX1,Westchester Medical Center, NYWC-TX1 Westchester Medical Center,"3262 Westchester Ave, The Bronx, NY 10461",http://www.medicalclinicsofnyc.com/,"40.852450088235294,-73.82793673529412"
